Bucket label,m/z,Neutral Mass,Matched HMDB IDs,Matched HMDB names,Matched HMDB formulas,HMDB match count,Has Match?,THP1_1,THP1_2,THP1_3,THP1_4,THP1_5,THP1_6,THP1_7,Ecoli_1,Ecoli_2,Ecoli_3,Ecoli_4,Ecoli_5,Ecoli_6,Ecoli_7
382.216053548011 Da,383.22333,382.216053548011,,,,,False,0.00044424395690572207,0.0003980736938223426,0.0003680126030100521,0.00036068665349526537,0.0003268276034561827,0.00030299173975199166,0.00030076308982925396,,,,,,,
382.23308354801105 Da,383.24036,382.23308354801105,,,,,False,8.387923915343706e-05,5.5228325822986166e-05,7.864757684784169e-05,6.425790013391062e-05,5.69713192678875e-05,6.147379918067774e-05,7.008758140770802e-05,7.713136892833773e-05,6.724103994813871e-05,7.914086439759157e-05,6.764895520219086e-05,7.698435095189326e-05,6.288058806440285e-05,7.410107382190334e-05
382.26951354801105 Da,383.27679,382.26951354801105,,,,,False,7.70725759773046e-05,5.806608422675052e-05,7.33008970057724e-05,6.66556572421244e-05,6.116903488645959e-05,0.0001025130216103067,7.799134073674209e-05,6.777595969196235e-05,,,5.339252629644229e-05,,,7.150259253107964e-05
382.29447354801107 Da,383.30175,382.29447354801107,,,,,False,0.00012011689156960073,0.0001223735929536318,0.00012097042471406954,0.00011650998929022476,0.0001421258713408134,0.00015608215773135986,0.00012570715617027525,0.00012203705087435456,0.00015531925239652177,0.00012939365034000749,0.00015949656460673064,0.00011771444718559497,0.00011280627172730219,0.00011791766294566405
382.29693354801105 Da,383.30421,382.29693354801105,,,,,False,0.00042353650627723093,0.00038075817725393243,0.00037041097221912123,0.0003926573011509543,0.000429972574474995,0.00037482299917840936,0.0004151248451132001,0.0003722506126818602,0.0003880976047191883,0.00038939738053745884,0.00039549748071660695,0.000416790420640634,0.00040949137424205016,0.00040129954920915665
382.96550854801103 Da,383.972785,382.96550854801103,,,,,False,,,,,,,,,5.695269925826174e-05,,5.488413524346727e-05,5.6908906917740374e-05,5.580328139318737e-05,
383.14269354801104 Da,384.14997,383.14269354801104,"['HMDB0001542', 'HMDB0006535', 'HMDB0006575', 'HMDB0006583', 'HMDB0247497', 'HMDB0252594', 'HMDB0259041']","['N-Acetyllactosamine', 'beta-1,4-Mannosyl-N-acetylglucosamine', 'Lacto-N-biose I', 'Poly-N-acetyllactosamine', 'N-[(2R,3R,4R,5R)-3,5,6-Trihydroxy-1-oxo-4-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-yl]acetamide', 'Galbeta1-3GIcNAcbeta', 'Thomsen-friedenreich antigen']","['C14H25NO11', 'C14H25NO11', 'C14H25NO11', 'C14H25NO11', 'C14H25NO11', 'C14H25NO11', 'C14H25NO11']",7,True,,,,,5.387179808708473e-05,,,5.0637215082751925e-05,4.649523652457953e-05,5.80193983618189e-05,7.048871750110865e-05,,5.946445212929944e-05,
383.163683548011 Da,384.17096,383.163683548011,['HMDB0251663'],"['b""3-((2-Carboxybiphenyl-4-yl)methyl)-2-cyclopropyl-7-methyl-3H-imidazo(4,5-b)pyridine""']",['C24H21N3O2'],1,True,0.00014341088356705116,0.00013680221935811313,0.00013296134361770673,0.0001498784301631758,0.00014692219394395106,0.00015384896892151788,0.00014873376503787237,0.00016456003760707653,0.00016603002458314938,0.00019184487060787015,0.00018550299448085152,0.00017008032027367403,0.000179702028743591,0.00018221496165866146
383.18610354801103 Da,384.19338,383.18610354801103,,,,,False,0.0017035533663177884,0.0017679149837779007,0.0017903018556476083,0.0017418217738775098,0.0018288264230383467,0.0018224073045574754,0.0016934006618573262,0.0017262259715160623,0.001796328667439049,0.0017968400712942278,0.0018365461852392607,0.0018241140262666494,0.001845611592074977,0.00189554943630966
383.20009354801107 Da,384.20737,383.20009354801107,,,,,False,0.00013967201686003493,0.00013920709219622174,0.00012786455286454169,0.00012749885972382775,0.00011643837970573113,0.00012128128946346854,0.00010979991500231676,6.16509097565452e-05,9.31698071751381e-05,7.92311464494795e-05,8.484133220752781e-05,6.980642189958177e-05,8.09388459413015e-05,6.65592337625357e-05
383.2015935480111 Da,384.20887000000005,383.2015935480111,,,,,False,,0.00011063664486294205,,,,,7.115880032307565e-05,,,,,,,
383.22835354801106 Da,384.23563,383.22835354801106,,,,,False,0.010908335843580017,0.010194754183094254,0.009337477200356315,0.00858675832604911,0.0080079352599017,0.007758847060934914,0.007393543710595971,0.00017680698137019664,0.00013304304807288308,9.498063036383187e-05,5.9892569863812465e-05,7.775845944501727e-05,6.0800232456470306e-05,8.255737032251654e-05
383.26518854801105 Da,384.272465,383.26518854801105,,,,,False,,,,,,7.269289905838784e-05,8.328278005991502e-05,,,,,,,
383.75652354801105 Da,384.7638,383.75652354801105,,,,,False,,5.820882936933167e-05,6.240546922611491e-05,5.906084904625546e-05,6.236644406412958e-05,6.755912598525124e-05,6.608348202468176e-05,,,9.015523027589952e-05,7.414786993864852e-05,7.591495615077309e-05,9.459425704961285e-05,8.062053774792785e-05
383.80106354801103 Da,384.80834,383.80106354801103,,,,,False,,,,,,,,5.603673399349894e-05,5.3082984314855587e-05,5.037173954697137e-05,5.777220209851644e-05,,,
384.11861354801107 Da,385.12589,384.11861354801107,,,,,False,,,,,,,,6.717758658598833e-05,6.511244350283744e-05,8.824317110312382e-05,8.8596106030282e-05,9.162455708081337e-05,8.519213981911346e-05,8.102763729644903e-05
384.139618548011 Da,385.146895,384.139618548011,['HMDB0251730'],['Elafibranor'],['C22H24O4S'],1,True,0.0001023777658522224,0.00011987055053737429,0.00011946835755245069,0.00011221172514407092,0.00010454349379369363,0.0001021046183948774,0.00011672584104397416,0.0001453374313518271,0.00011671816295494064,0.00010690590702859354,0.00011903536082860796,9.443683243652217e-05,8.469728645742352e-05,9.345934895561701e-05
384.15499854801106 Da,385.162275,384.15499854801106,,,,,False,9.192824357635141e-05,8.206516416568183e-05,7.359763114942143e-05,8.583586033537605e-05,6.906234095939417e-05,9.977111220133281e-05,7.027849784207523e-05,0.00013172958224788706,0.00013933281892883562,0.00015124128456861188,0.0001031414215803918,0.00013846422930701105,0.00014288635926551952,0.00015612740363093092
384.17108354801104 Da,385.17836,384.17108354801104,,,,,False,5.703254439540792e-05,6.003609871342239e-05,,5.346548079743236e-05,5.337069776770441e-05,6.344958101485612e-05,6.77414104416211e-05,0.00011608056200751596,0.00010736613736030843,0.0001374035042108781,0.00014889665419972605,0.00015591997807118643,0.0001456572191736717,0.0001308563334535099
384.17599354801104 Da,385.18327,384.17599354801104,,,,,False,0.0008369120280120184,0.000795171985989259,0.0008676899663569527,0.0008338513411833237,0.0008461484926497628,0.0008719586991430963,0.0007964572907604891,0.0008471600240392352,0.0008346071571217345,0.0008318393561107957,0.0008378266754314956,0.000810124425842812,0.0008267068291272151,0.0008137852805005893
384.17835354801105 Da,385.18563,384.17835354801105,['HMDB0240267'],['Artesunate'],['C19H28O8'],1,True,7.591837823345e-05,7.985263794121909e-05,9.398459897435354e-05,7.754339950976275e-05,7.725797625696461e-05,0.0001110327664655123,0.00011399359673931037,,,,,,,
384.18945854801103 Da,385.196735,384.18945854801103,,,,,False,0.00045957877314840336,0.00043193289800789824,0.00043476670842751213,0.0004585947191323468,0.000448760078687383,0.00045923247325877474,0.00046820333023411354,0.0004249777939874141,0.0004945365182281384,0.0004749714301213257,0.00047486685211033797,0.00046799077461629846,0.0004660929153301031,0.0004726264550492282
384.21236354801107 Da,385.21964,384.21236354801107,,,,,False,0.00014206663663472879,0.00017200911805862048,0.00017733127157934983,0.00018004960137991778,0.00014812018874723777,0.00015607953214057653,0.00016044084464975216,0.00017442399546277026,0.00018762276662666794,0.00017163369303027623,0.00017336359388228276,0.00017240596038447,0.00017415789288704794,0.00017711855495425207
384.23171354801104 Da,385.23899,384.23171354801104,,,,,False,0.0021437731954932126,0.0020803610380828257,0.0018046908997756547,0.001709849662717248,0.0015297843149891747,0.0015480666554459881,0.001460771249752984,,,,,,,
384.248773548011 Da,385.25604999999996,384.248773548011,,,,,False,,,,,,,,5.450510814198019e-05,,5.169143110603041e-05,,,,
384.28514354801104 Da,385.29242,384.28514354801104,,,,,False,0.0008154375931586394,0.0008221069939101036,0.0008389081695340264,0.0008482380789665494,0.0008733338194038966,0.0008906266496125555,0.000865932910430485,0.0005613958988279566,0.0005210619035242514,0.0005514430396436014,0.0005253419619480057,0.0005122119827213333,0.0005226984187241474,0.0005170544398283578
384.37157354801104 Da,385.37885,384.37157354801104,,,,,False,,,,5.641253995521761e-05,,5.497764172768657e-05,,8.988520020145289e-05,8.560128437088499e-05,8.715054046038362e-05,7.255715904442897e-05,9.239994407462946e-05,9.162407382176816e-05,8.418616656064778e-05
385.17935854801107 Da,386.186635,385.17935854801107,['HMDB0249198'],['Bifeprunox'],['C24H23N3O2'],1,True,0.00015855387183575688,0.00015469266206840986,0.00013765497411847446,0.0001380868274715179,0.00014811891989173487,0.00013477226846048815,0.00017546568692465328,0.00014354966244266052,0.00015769493141539416,0.00015761312596778462,0.00016758191008686455,0.00013332262039406247,0.00013942040458069419,0.00016651968686253404
385.184103548011 Da,386.19138,385.184103548011,,,,,False,6.096108580973236e-05,0.0001016882294736721,9.877982468759901e-05,0.00012389980927896233,0.00010294297898317582,0.00011823481152362866,0.00010618498593022422,,,,,,,
385.192793548011 Da,386.20007,385.192793548011,,,,,False,,,,6.425438772293645e-05,5.92661908513059e-05,,,5.53540595893691e-05,7.24221772002958e-05,6.334355011010702e-05,,5.97173467713729e-05,,
385.21576854801106 Da,386.223045,385.21576854801106,,,,,False,,,,,,,,,4.865969979507661e-05,,,,,5.6468419140623334e-05
385.23259354801104 Da,386.23987,385.23259354801104,,,,,False,0.0001255754693815255,0.00013660761813214615,0.00010597512750253452,9.702435279267765e-05,8.265368667882343e-05,8.130444051211243e-05,0.00010081807577300145,,,,,,,
385.23504354801105 Da,386.24232,385.23504354801105,,,,,False,0.00020572042922215074,0.0001750863350793242,0.00013985347109396582,0.00013948549879152353,0.00013532563548150178,0.00011610411983323394,0.0001180894617955563,,,,,,,
385.28850854801107 Da,386.295785,385.28850854801107,,,,,False,0.00018846419696000235,0.00016796772547300623,0.000185724051106199,0.00016246437435333923,0.00018469929200863293,0.0001623683670005823,0.0002068857102737656,0.00010961502618856206,0.00011714130016468703,0.00010226213789290841,0.00013328929689942473,0.00010830245655354343,0.0001312063992979765,0.00012341614389250804
385.70759354801106 Da,386.71487,385.70759354801106,,,,,False,6.580130160696277e-05,7.860043565228498e-05,8.608705951063442e-05,7.17468969491827e-05,8.185347807569924e-05,8.120233970825511e-05,9.252276384660532e-05,0.00026100122103013524,0.0002330197061672133,0.0002062269214940706,0.00022325768504235456,0.00017104563564808228,0.00018108182932391093,0.00019342034936617924
386.13424854801104 Da,387.141525,386.13424854801104,,,,,False,,,,,,,,5.484218875140424e-05,,,,,,5.8301312463579075e-05
386.15527354801105 Da,387.16255,386.15527354801105,,,,,False,8.358377351855811e-05,8.841199179182513e-05,8.708563992761083e-05,7.614233779895525e-05,6.276305901305866e-05,8.170897965053985e-05,5.997930186361616e-05,9.643105065618678e-05,9.452519125227139e-05,5.6196376584381214e-05,7.857368670427174e-05,6.999516648323679e-05,9.112520983328197e-05,6.049209713981188e-05
386.19164354801103 Da,387.19892,386.19164354801103,,,,,False,0.00015337498463986531,0.0001681590856937616,0.0001693329664509974,0.0001844431884572317,0.00015121590336153183,0.00017271567165933017,0.00019966280840595128,0.00015894183365392138,0.0001605838298322941,0.00017982562237359046,0.00017162542945011591,0.00019742238342666772,0.00014426722290354448,0.0001459345902221121
386.22803854801106 Da,387.235315,386.22803854801106,,,,,False,,,,,6.281293479475001e-05,,,4.5826891648967874e-05,,,,,,
386.25864354801104 Da,387.26592,386.25864354801104,,,,,False,,,,,,,,6.0667823731302434e-05,,,5.791133050848396e-05,,,
386.279658548011 Da,387.28693499999997,386.279658548011,,,,,False,8.837689830997606e-05,7.667584220966576e-05,,7.444374560854415e-05,8.585056811840724e-05,0.00010250742365259884,8.481273204992391e-05,5.5692469086251763e-05,4.734018254313913e-05,6.120336317254113e-05,6.624356071610925e-05,,7.311406474103791e-05,7.33312566360417e-05
386.7473435480111 Da,387.75462000000005,386.7473435480111,,,,,False,,,,,,,,5.505381407918851e-05,5.8094127760095034e-05,7.00337124219186e-05,7.577888950336915e-05,5.118060824275322e-05,,6.288593403524721e-05
386.87484354801103 Da,387.88212,386.87484354801103,,,,,False,,,,,,,,0.0001441422216660031,0.00013354709320196584,0.00014432041627487102,0.0001406066610820774,0.0001345802862600628,0.00012199944979795905,0.00012045882589379692
387.19974354801104 Da,388.20702,387.19974354801104,['HMDB0259633'],['(4-Ethylnaphthalen-1-yl)[1-(5-fluoropentyl)-1H-indol-3-yl]methanone'],['C26H26FNO'],1,True,0.0006881200842330676,0.0007574595554047229,0.0008053246570058952,0.0008913950726061669,0.0008861231020390821,0.0009109138465035968,0.0009127637064558897,,,,,,,
387.23585854801104 Da,388.243135,387.23585854801104,,,,,False,9.403114252776174e-05,0.0001326613420038293,0.00011366674391310468,0.00010451505702995107,0.00012392901936503044,0.00010585411065181544,0.00010032541893962062,7.295575536697417e-05,7.675471533132704e-05,8.06847719437125e-05,7.741536508416692e-05,6.252597603251536e-05,7.48931884520097e-05,5.493709393836999e-05
387.34770354801105 Da,388.35498,387.34770354801105,,,,,False,,,,,,,,6.223944078977885e-05,9.70737284425736e-05,7.968326794123339e-05,0.00011199648863899713,8.754576105801453e-05,8.008835145647534e-05,8.112505857682113e-05
387.70465354801104 Da,388.71193,387.70465354801104,,,,,False,0.00016545125307278847,0.00015998071435433545,0.00017132905375244565,0.00014967319803861566,0.00015011443918073577,0.00015181334343325912,0.00014755224626087257,0.000445043496279688,0.000454742441723505,0.00043199904040749535,0.0004024213062223839,0.00036945625275786097,0.00039008288811735324,0.0004057756540226575
387.7375335480111 Da,388.74481000000003,387.7375335480111,,,,,False,,5.512616370218525e-05,,,,,,,4.8528022052575335e-05,,,,,
387.755183548011 Da,388.76246,387.755183548011,,,,,False,5.9038546346786645e-05,,6.184894021636041e-05,9.02274960732599e-05,7.435468845990047e-05,6.065436715903582e-05,,0.0002383748356605785,0.000406452327975556,0.0004039593731991602,0.0004031918273894184,0.0003671287185719656,0.00033941475528910227,0.00031610419172420487
388.18618854801105 Da,389.193465,388.18618854801105,['HMDB0245138'],"['b""2-Hexynyl-5-N-ethylcarboxamidoadenosine""']",['C18H24N6O4'],1,True,5.199146626622797e-05,,,,,,,6.925459615606887e-05,,,,6.233031807474755e-05,5.678110119859287e-05,
388.20309354801105 Da,389.21037,388.20309354801105,,,,,False,0.00012403560285348717,0.00017508304710302255,0.00013525123724688248,0.0001844407492829441,0.000195689483947095,0.00018468465017264837,0.000202780459008992,,,,,,,
388.256873548011 Da,389.26415,388.256873548011,,,,,False,,,,,,,,0.00010603807642730409,0.00016330099091605162,0.00017217698561431086,0.00017990493384720247,0.00017142890174444547,0.00018681572098080124,0.0001425690282982462
388.25906354801106 Da,389.26634,388.25906354801106,,,,,False,,,,5.336064508655056e-05,,,5.255828905642102e-05,,,,,,,
388.87189354801103 Da,389.87917,388.87189354801103,,,,,False,,,,,,,,0.00014192763071622293,0.0001648303124903729,0.00013630767302272385,0.00013029521400784183,0.00012410320984774224,0.00016979302627101296,0.0001518409668055702
389.003583548011 Da,390.01086,389.003583548011,,,,,False,,,,,,,,4.9564429154052723e-05,6.187371900269089e-05,6.0017961164813184e-05,6.320319575711322e-05,7.042640003149226e-05,5.2078617119602346e-05,6.548113146268758e-05
389.21538354801106 Da,390.22266,389.21538354801106,,,,,False,0.0002053289559799941,0.00021548457259139896,0.0002298889343594696,0.0002743572994180185,0.00025745522253486577,0.0002705155596557688,0.0002597637498145985,,,,,,,
389.29058354801106 Da,390.29786,389.29058354801106,,,,,False,,6.888056708047053e-05,6.459445079986124e-05,6.230119452038384e-05,7.375290933657766e-05,6.658731061927884e-05,7.577938778802788e-05,5.5347290568876784e-05,,,,5.1951828271350646e-05,,
389.70169354801106 Da,390.70897,389.70169354801106,,,,,False,0.00012873014547965558,0.00013179284654929644,0.00011935871084618868,0.00014467532992328735,0.00014051681615671833,0.00011488009913371586,0.00014149747472033076,0.00036781586606606686,0.0003636002725227466,0.0003340411026722455,0.0003168785467065919,0.00030699964722586103,0.0003105136470665644,0.0002863468666100982
389.749193548011 Da,390.75647,389.749193548011,,,,,False,7.063454269259669e-05,9.360262603704217e-05,8.03835277046603e-05,7.803625906631875e-05,9.664013448100523e-05,8.079056781031135e-05,5.660407845194324e-05,0.00021676916044243647,0.00022366112159297354,0.00023298917101402392,0.0002109188106146201,0.00020982895414274513,0.00023708448235759558,0.00019321082893122168
390.16543354801104 Da,391.17271,390.16543354801104,,,,,False,8.530137816694425e-05,7.065926831747706e-05,9.167552815089165e-05,9.731812694387831e-05,0.00011522964843280439,7.287629409763084e-05,8.197342779317049e-05,7.388647492080092e-05,8.899248439064289e-05,8.596296030369332e-05,9.494027686248234e-05,0.00011100899516682834,9.556927424834145e-05,9.12090566944378e-05
390.20181354801105 Da,391.20909,390.20181354801105,['HMDB0257369'],"['L-Pyroglutamyl-L-histidyl-3,3-dimethylprolinamide']",['C18H26N6O4'],1,True,0.00010064007965165581,0.00010466478744845563,0.00010096953821532573,0.00011410271940228927,0.00010093721124588217,0.00010189288679095396,8.763288272379348e-05,0.0001045890492368848,0.00011883359992849762,9.961857628494422e-05,0.00011372397621211646,0.0001240038182569013,0.00010417883363893865,0.00010822618601336682
390.23821354801106 Da,391.24549,390.23821354801106,,,,,False,6.986662226481006e-05,6.945671447069769e-05,8.238132289872947e-05,8.253155971142635e-05,,7.612281233149104e-05,9.04625625433764e-05,8.817454829261899e-05,6.739787428331205e-05,9.13341422887601e-05,8.082824424429302e-05,6.610866643490436e-05,9.269926004879314e-05,8.147757633547094e-05
390.27457354801106 Da,391.28185,390.27457354801106,"['HMDB0259474', 'HMDB0303305']","['8H-Purin-8-one, 6-amino-7,9-dihydro-2-((1S)-1-methylbutoxy)-9-(5-(1-piperidinyl)pentyl)-', 'Sodium stearyl fumarate']","['C20H34N6O2', 'C22H39NaO4']",2,True,5.625343634297997e-05,5.882692194294973e-05,5.504874616003797e-05,5.7204686196864273e-05,,6.912224421140852e-05,9.563412521347524e-05,5.657887854888036e-05,5.213716285043277e-05,5.8196361852003964e-05,6.50305378313688e-05,6.125978682856775e-05,,
390.27698354801106 Da,391.28426,390.27698354801106,"['HMDB0000328', 'HMDB0000460', 'HMDB0000467', 'HMDB0000503', 'HMDB0012866', 'HMDB0041454', 'HMDB0062742', 'HMDB0246261', 'HMDB0246682', 'HMDB0248495', 'HMDB0249243', 'HMDB0249244', 'HMDB0251353', 'HMDB0251427', 'HMDB0257953', 'HMDB0302133']","['12-Ketodeoxycholic acid', '7-Hydroxy-3-oxocholanoic acid', 'Nutriacholic acid', '7alpha-Hydroxy-3-oxo-5beta-cholan-24-oic acid', 'b""9-Carboxy-alpha-chromanol""', 'b""D8-Merulinic acid A""', '12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid', '3beta,7alpha-Dihydroxychol-5-en-24-oic Acid', '3alpha-Hydroxy-7-oxo-5beta-cholanic acid', 'Antroquinonol', 'Bis(2-ethylhexyl) phthalate', 'Bis(2-ethylhexyl) terephthalate', 'Diisooctyl phthalate', 'Dioctyl phthalate', '3,4-Bis(2-ethylhexyl)phthalic acid', 'Acetoxy-[10]-gingerol']","['C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4', 'C24H38O4']",16,True,7.024999735189158e-05,7.57094590035241e-05,7.138830125502032e-05,7.848521348569763e-05,6.145813873258435e-05,5.7759083616756606e-05,7.460596878488445e-05,6.478608749328018e-05,5.319988359697526e-05,5.3735512777135585e-05,,,5.360956517725516e-05,
390.310993548011 Da,391.31827,390.310993548011,,,,,False,,,,,,,5.6407492175876576e-05,5.4282477964929265e-05,4.6185843644736514e-05,,,,,
390.347523548011 Da,391.35479999999995,390.347523548011,,,,,False,,,,,,,,5.079543574579315e-05,,,5.082213127402348e-05,,,
390.868923548011 Da,391.8762,390.868923548011,,,,,False,,,,,,,,4.7009892181265874e-05,,,6.026099205288466e-05,5.7476608576907466e-05,,
390.91643354801107 Da,391.92371,390.91643354801107,,,,,False,,,,,,,,0.00020826237043158535,0.00021430731095958735,0.00023808652855811105,0.00024212609374504868,0.0002459021352814342,0.00021907092122511282,0.0002358030843235645
391.026933548011 Da,392.03421,391.026933548011,,,,,False,,,,,,,,5.0836838895675595e-05,5.549415654616134e-05,7.071356161028592e-05,5.424023127711997e-05,5.422760685515494e-05,,
391.23344354801105 Da,392.24072,391.23344354801105,,,,,False,0.00014205268721153582,0.00013352265088158858,0.00015223486304767364,0.00010960561376820884,0.00012822126471856936,0.00012390747472018106,0.00011719658084221426,,,,,,,
391.28524354801107 Da,392.29252,391.28524354801107,,,,,False,5.6011755564640296e-05,,,,,,,,5.536621493128462e-05,6.625257917935862e-05,7.042253978886245e-05,7.03252564211844e-05,8.131632806819554e-05,7.205045040553172e-05
391.306223548011 Da,392.3135,391.306223548011,,,,,False,0.00022066363179224058,0.0002193301427027056,0.00023907925094334882,0.00020681661217737497,0.00023866235008765778,0.00022465396912779568,0.00023516873885403908,0.00014379471759557553,0.00018710103716016225,0.00016835140035211131,0.00017739352023996257,0.00020012844852117776,0.00018957962269306597,0.00017527436713147792
391.698738548011 Da,392.706015,391.698738548011,,,,,False,6.281752934801885e-05,5.31016157799962e-05,,6.664438825691561e-05,,,,0.0001597832685816225,0.00015020275015226964,0.00015232849206495605,0.0001267246747969344,0.00015629429466270498,0.00014989534031878464,0.00012595457028782145
391.746243548011 Da,392.75352,391.746243548011,,,,,False,0.00010427998971226295,0.00011639905818701407,0.00010726268335096786,0.00011310182862510831,0.00010453319654326617,0.0001228921141787644,9.172727076245384e-05,0.00026643437740467844,0.0002775591629053922,0.00027832471899593217,0.0002519495566227281,0.00025443456478920276,0.00027369546490664466,0.0002651489314046389
391.85362354801106 Da,392.8609,391.85362354801106,,,,,False,7.235603258301308e-05,6.392361400811996e-05,6.194145919948137e-05,6.899204472526172e-05,8.374407277503637e-05,7.561310094338429e-05,9.845989808331568e-05,4.709336292476006e-05,,7.148689339595521e-05,7.432250948773893e-05,8.084618067205604e-05,8.230463348823698e-05,7.770506412960126e-05
392.14469354801105 Da,393.15197,392.14469354801105,,,,,False,0.0001463649313839564,0.00014304514693312467,0.00011215882111964273,0.00013238374528615362,0.00010563202540878694,0.00011041233440946712,0.00013466078912827899,0.00013273704505244876,0.00011755530461801783,0.00013739803661246244,0.0001494568365400618,0.00013554048763170267,0.00012327381438226223,0.0001228969949449072
392.18107354801106 Da,393.18835,392.18107354801106,,,,,False,0.0002758814404885061,0.0002614633513669751,0.00026606039217759035,0.00023598889273985184,0.0002720433518561009,0.0002684819652849085,0.00026775770250780955,0.0002681346473802419,0.0002398106162752073,0.00024045275401554406,0.0002644710664851833,0.00027712634211003175,0.0002457874941846256,0.0002629065502688832
392.202203548011 Da,393.20948,392.202203548011,,,,,False,0.0003349355746135587,0.0003307250418718956,0.0003751905829141184,0.00035667840717190923,0.0003420060922012145,0.00033666087931337127,0.0003756794228900226,0.0003433177842387854,0.0003037438963872034,0.00027959893613889995,0.0002611959046963841,0.00027829001449922446,0.0002879448353472373,0.0002814521687262345
392.217473548011 Da,393.22475,392.217473548011,,,,,False,0.0001763712173053346,0.00016911438372265773,0.00011975381960480176,0.0001698493647769873,0.0001437116479066436,0.00016540181606540305,0.0001555423872957983,0.00017560151433430147,0.00014323051331689685,0.00014395270916841264,0.00013076922892185557,0.00013486150906044593,0.00016879573318128355,0.00013329062157516714
392.25384854801104 Da,393.261125,392.25384854801104,,,,,False,0.00011559133356667583,0.0001253447962241527,0.0001293476380196025,0.00013588039919442484,0.0001355159638069384,0.0001346603588457799,0.00013153799278655304,0.00015689069586155072,9.204984065088148e-05,0.00011281775892853619,0.00010716904324162522,0.00011304171656350237,0.00011783071732850149,0.00012055316233280891
392.29023354801103 Da,393.29751,392.29023354801103,,,,,False,0.0003736657268174916,0.0003622774488553115,0.00038678302607083275,0.00033150134774209266,0.00037798678368658304,0.000386983348582218,0.00041041711361069913,0.00039366650615981885,0.0003323096640041488,0.00029434700495481247,0.00030531343883476533,0.00033026935421139384,0.0003342583938908701,0.0003564499362738099
392.30146354801104 Da,393.30874,392.30146354801104,,,,,False,0.00032419826356657936,0.0003326488368059844,0.0003576016311715469,0.00032870390753510985,0.0003643940227052467,0.0003898240891914323,0.00033977031428680246,0.0002626913582388268,0.00024899235747521774,0.0003009017219627824,0.0002841214728025224,0.00029458190146669717,0.0002899238139067541,0.000270650745970372
392.309553548011 Da,393.31683,392.309553548011,,,,,False,,,,5.870097327186037e-05,,,,5.040951852226504e-05,,,,,,
392.91347354801104 Da,393.92075,392.91347354801104,,,,,False,,,,,,,,7.592320258979223e-05,8.499233708061031e-05,5.942377101829129e-05,6.955188191296362e-05,7.085569215277083e-05,7.824481611273989e-05,7.143676599689563e-05
393.18442354801107 Da,394.1917,393.18442354801107,,,,,False,,,,7.193783551241742e-05,6.320320546616455e-05,,6.762172437146126e-05,4.811183057858842e-05,,5.327854601524099e-05,,6.183634328882453e-05,,5.844426003176551e-05
393.20556354801107 Da,394.21284,393.20556354801107,['HMDB0255442'],['1-(2-Methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine'],['C23H27N3O3'],1,True,5.66312410228133e-05,6.954962328676399e-05,5.389411315444298e-05,6.944007225841132e-05,8.584114930640487e-05,7.063968706582565e-05,7.679405122358669e-05,5.814754713830797e-05,5.0304675275642734e-05,5.027430071992147e-05,5.996669642706764e-05,5.252658536026299e-05,6.013427512507583e-05,
393.22079854801103 Da,394.228075,393.22079854801103,,,,,False,,,,,,5.846482260353556e-05,7.328117930208425e-05,4.564533239993474e-05,,4.8544583731707205e-05,,,,
393.24909354801105 Da,394.25637,393.24909354801105,,,,,False,0.0004653129222836064,0.0004961823504675105,0.0004163623111538571,0.0004178212378231035,0.00037438743104190286,0.0003537040349429894,0.000345232277672516,,,,,,,
393.2854885480111 Da,394.29276500000003,393.2854885480111,,,,,False,,,,,,,,,,,5.8088133650156673e-05,6.484247723095672e-05,7.398862298664149e-05,9.334461275922371e-05
393.29360854801104 Da,394.300885,393.29360854801104,,,,,False,9.651179934886044e-05,6.675982236591354e-05,9.756604980038871e-05,0.00010131081133527943,0.00010942844107349611,9.833724239694348e-05,9.630950341590979e-05,8.672377693741028e-05,8.388652632879786e-05,8.723557717395407e-05,5.5198326514117375e-05,5.747220485230137e-05,6.953537761867497e-05,9.008383593058949e-05
393.30482354801103 Da,394.3121,393.30482354801103,,,,,False,5.893186602646201e-05,7.108867802247108e-05,6.028982944120338e-05,6.634280874799458e-05,7.964430304086206e-05,6.810311867188748e-05,8.869838415173307e-05,5.045046486708358e-05,5.234497457141682e-05,5.992421185539337e-05,6.757633374681905e-05,7.124288845496528e-05,5.657148554748351e-05,5.457193828124495e-05
393.321848548011 Da,394.329125,393.321848548011,,,,,False,7.590030951750207e-05,7.435932199189118e-05,7.423091773325254e-05,7.503485510540539e-05,7.744542525645233e-05,9.093084711276626e-05,6.918264608503857e-05,5.925297386520938e-05,5.353518029501525e-05,,5.861788459047586e-05,6.542424239773685e-05,6.23111757009467e-05,
393.695768548011 Da,394.703045,393.695768548011,,,,,False,,,,,,,,,6.297155934890428e-05,4.813460275457161e-05,,,,
